angDist,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M,angDist,_RAJ2000,_DEJ2000,objName,S09,e_S09,q_S09,S18,e_S18,q_S18,Nd09,Nd18,X09,X18,RAJ2000,DEJ2000,Cohen,IRAS PSC,IRAS FSC,Name,HR #,HD #,SpectralTypes,12[Jy],25[Jy],12[Jy],25[Jy],R.A.,Decl.,CommentOnSIMBAD,R.A.(h),R.A.(m),R.A.(s),Decl.(deg),Decl.(m),Decl.(s),ra,dec
0.763975,J025903.69+351059.7,44.7654016,+35.1832661,0.0209,0.0157,108.0,1.171,0.585,2.089,2.020,2.819,2.243,2.103,,,0.011,0.018,0.212,0.198,0.268,438134801351045166,hh00,1,nn30,UUAA,3206,38,1853,37,0.469,0.254293,44.76524,35.1831,0259036+351059,8.751,0.0456,3,1.889,0.0507,3,0,0,0,0,44.76524,35.1831,HD18449,02559+3459,F02559+3459,24 PER,HR 882,HD 18449,K2III,6.401,1.487,6.59,1.52,02 59 03.6766,+35 10 59.262,Star,2,59,3.6766,35,10,59.262,44.76531917,35.18312833
0.332517,J121948.69+485903.1,184.9529147,+48.9842087,0.0401,0.0230,48.7,-1.254,-0.430,1.080,0.987,2.080,1.277,1.042,,,0.044,0.015,0.254,0.154,0.196,1844148401351056001,HHHH,0,nnnn,UUAA,-281,35,496,34,0.264,0.459712,184.95302,48.98427,1219487+485903,21.98,0.036,3,5.016,0.0322,3,0,0,0,0,184.95302,48.98427,HD107274,12173+4915,F12173+4915,3 CVN,HR 4690,HD 107274,M0III,16.53,3.901,17.4,3.85,12 19 48.7103,+48 59 02.935,Star,12,19,48.7103,48,59,2.935,184.9529596,48.98414861
0.530837,J021303.37+151647.2,33.2640793,+15.2798015,0.0280,0.0202,94.6,-0.426,0.204,1.771,1.648,2.665,1.885,1.605,,,0.015,0.013,0.230,0.160,0.206,328115101351026050,HHHH,0,nnnn,UUAA,68,30,105,28,0.906,0.63595,33.26393,15.27977,0213033+151647,11.95,0.0838,3,3.298,0.477,3,0,0,0,0,33.26393,15.27977,HD13596,02103+1502,F02103+1502,19 ARI,HR 648,HD 13596,M0III,9.036,2.072,9.07,2.05,02 13 03.3053,+15 16 47.494,Variable star,2,13,3.3053,15,16,47.494,33.26377208,15.27985944
0.589849,J021313.30+441354.0,33.3054324,+44.2316909,0.0295,0.0162,160.8,-1.148,-0.227,1.276,1.181,2.340,1.498,1.329,,,0.023,0.011,0.292,0.206,0.200,332143901351042929,hh00,0,nn20,UUAA,-107,24,312,25,0.304,0.358029,33.30557,44.23156,0213133+441353,18.64,0.0597,3,4.17,0.0235,3,0,0,0,0,33.30557,44.23156,HD13520,02100+4359,F02100+4359,60 AND,HR 643,HD 13520,K3.5III,13.61,3.585,13.5,3.48,02 13 13.3241,+44 13 53.947,Variable star,2,13,13.3241,44,13,53.947,33.30551708,44.23165194
0.684743,J100754.20+095950.5,151.9758658,+9.9973654,0.0276,0.0165,28.7,-1.599,-0.454,1.015,0.918,1.897,1.220,1.022,,,0.027,0.022,0.322,0.250,0.322,1523110601351006534,HHHH,0,nnnn,UUAA,-1111,39,358,38,1.142,0.396769,151.97602,9.99748,1007542+095950,24.37,0.217,3,5.388,0.0805,3,0,0,0,0,151.97602,9.99748,HD87837,10052+1014,F10052+1014,31 LEO,HR 3980,HD 87837,K3.5IIIb,17.81,4.185,17.6,4.16,10 07 54.2708,+09 59 51.028,Star in double system,10,7,54.2708,9,59,51.028,151.9761283,9.997507778
1.285461,J122020.75+031844.8,185.0864924,+3.3124580,0.0313,0.0245,125.9,0.679,0.233,2.258,2.055,,,,,,0.018,0.018,,,,1845103001351044201,hh00,0,nn30,UUAA,-602,45,1116,44,,2.098177,185.08685,3.31245,1220208+031844,8.291,0.0254,3,1.828,0.0193,3,0,0,0,0,185.08685,3.31245,HD107328,12177+0335,F12177+0335,16 VIR,HR 4695,HD 107328,K0.5IIIb,6.212,1.392,5.99,1.41,12 20 20.9809,+03 18 45.267,Variable star,12,20,20.9809,3,18,45.267,185.0874204,3.312574167
0.388667,J092439.25+261055.8,141.1635646,+26.1821832,0.0284,0.0210,176.6,-0.882,0.001,1.679,1.556,2.464,1.765,1.688,,,0.020,0.018,0.262,0.174,0.186,1416125701351043524,hh00,0,nn52,UUAA,1248,42,139,39,0.618,0.396109,141.16348,26.18226,0924392+261056,13.58,0.0483,3,2.913,0.0419,3,0,0,0,0,141.16348,26.18226,HD81146,09217+2623,F09217+2623,KAP LEO,HR 3731,HD 81146,K2III,9.814,2.317,9.83,2.36,09 24 39.2591,+26 10 56.367,Double or multiple star,9,24,39.2591,26,10,56.367,141.1635796,26.18232417
0.199165,J002812.71+162641.9,7.0529854,+16.4449751,0.0397,0.0210,171.1,0.296,0.929,2.280,2.064,3.472,2.661,2.402,,,0.022,0.017,0.240,0.188,0.262,62116601351022335,0h00,0,nn30,UUAA,60,46,-968,47,0.313,0.548653,7.05298,16.44492,0028127+162641,7.928,0.0334,3,1.838,0.0428,3,0,0,0,0,7.05298,16.44492,HD2436,00256+1610,F00256+1610,48 PSC,HR 106,HD 2436,K5III,5.896,1.382,5.58,1.43,00 28 12.7039,+16 26 42.236,Star,0,28,12.7039,16,26,42.236,7.052932917,16.44506556
0.828770,J002856.99+482449.3,7.2374828,+48.4137131,0.0124,0.0110,58.0,-1.186,-0.212,0.928,0.811,2.496,1.524,1.221,,,0.010,0.012,0.260,0.188,0.212,67148401351027708,hh00,0,nn20,UUAA,32,24,-156,24,0.266,0.803539,7.2378,48.41362,0028570+482449,22.88,0.0665,3,5.622,0.0748,3,0,0,0,0,7.2378,48.41362,HD2486,00262+4808,F00262+4808,,,HD 2486,M0III,17.11,4.706,17.1,4.72,00 28 56.9981,+48 24 49.355,Semi-regular pulsating star,0,28,56.9981,48,24,49.355,7.237492083,48.41370972
0.757760,J012324.95+202808.1,20.8539612,+20.4689283,0.0345,0.0256,50.2,-0.530,0.140,1.664,1.535,2.597,1.738,1.503,,,0.023,0.021,0.226,0.170,0.190,209121201351005119,hh00,0,nn10,UUAA,92,37,-373,34,0.368,0.698643,20.85375,20.469,0123248+202808,13.19,0.0564,3,2.978,0.0703,3,0,0,0,0,20.85375,20.469,HD8388,01207+2012,F01207+2012,,HR 397,HD 8388,K7III,9.71,2.458,9.56,2.35,01 23 24.9490,+20 28 08.282,Star,1,23,24.949,20,28,8.282,20.85395417,20.46896722
0.094749,J053635.24+542543.2,84.1468379,+54.4286703,0.0257,0.0219,80.9,-0.314,-0.159,1.603,1.493,2.225,1.429,1.184,,,0.019,0.014,0.244,0.190,0.224,842154501351030482,hh00,0,nn30,UUAA,1044,37,820,34,0.140,0.302278,84.14688,54.42868,0536352+542543,13.56,0.038,3,3.168,0.0258,3,0,0,0,0,84.14688,54.42868,HD36678,05324+5423,F05324+5423,,HR 1866,HD 36678,M0III,9.57,2.504,10.5,2.52,05 36 35.2177,+54 25 43.171,Variable star,5,36,35.2177,54,25,43.171,84.14674042,54.42865861
1.343551,J053654.46+091723.2,84.2269571,+9.2897905,0.0317,0.0194,156.0,-0.805,-0.263,1.708,1.625,,,,,,0.018,0.016,,,,842109001351041717,hh00,0,nn30,UUAA,618,37,-346,42,,2.122003,84.2268,9.29013,0536544+091724,,,0,2.748,0.0317,3,,0,,0,84.2268,9.29013,HD37160,05341+0915,F05341+0915,PHI 2 ORI,HR 1907,HD 37160,K0IIIb,9.421,2.02,9.37,2.16,05 36 54.4879,+09 17 26.422,High proper-motion star,5,36,54.4879,9,17,26.422,84.22703292,9.290672778
0.633062,J021757.34+290026.2,34.4889477,+29.0072843,0.0158,0.0111,28.2,0.623,0.806,2.181,2.051,3.435,2.564,2.285,,,0.008,0.015,0.264,0.192,0.226,342128701351044903,hh00,0,nn40,UUAA,529,24,110,26,0.190,0.745696,34.48909,29.00716,0217573+290025,7.814,0.0183,3,1.819,0.055,3,0,0,0,0,34.48909,29.00716,HD14146,02150+2846,F02150+2846,,,HD 14146,M0III,5.903,1.473,5.98,1.54,02 17 57.3307,+29 00 26.108,Semi-regular pulsating star,2,17,57.3307,29,0,26.108,34.48887792,29.00725222
0.735807,J072457.12+515313.6,111.2380340,+51.8871361,0.0232,0.0160,137.0,-0.329,0.455,1.942,1.821,2.909,2.136,1.856,,,0.013,0.018,0.204,0.178,0.192,1120151401351038713,hh00,0,nn20,UUAA,1146,39,-554,37,0.668,0.185393,111.23786,51.88731,0724570+515314,9.978,0.134,3,2.356,0.0516,3,0,0,0,0,111.23786,51.88731,HD57646,07210+5159,F07210+5159,,HR 2804,HD 57646,K5III,7.515,1.849,7.43,1.99,07 24 57.0877,+51 53 14.131,Star,7,24,57.0877,51,53,14.131,111.2378654,51.88725861
0.648555,J095245.65+260024.6,148.1902395,+26.0068398,0.0267,0.0140,1.4,-1.571,-0.507,1.291,1.169,1.974,1.327,1.364,,,0.020,0.009,0.238,0.174,0.224,1483125701351044827,hh00,0,nn11,UUAA,165,37,1118,40,2.642,1.558268,148.19044,26.00684,0952457+260024,20.07,0.0817,3,4.391,0.0786,3,0,0,0,0,148.19044,26.00684,HD85503,09499+2614,F09499+2614,MUU LEO,HR 3905,HD 85503,K2III,14.53,3.395,14.6,3.5,09 52 45.8173,+26 00 25.025,High proper-motion star,9,52,45.8173,26,0,25.025,148.1909054,26.00695139
0.386661,J083845.46+032028.7,129.6894166,+3.3413258,0.0298,0.0215,153.7,-0.604,-0.114,1.753,1.693,2.501,2.013,1.872,,,0.022,0.014,0.292,0.250,0.256,1300103001351041342,hh00,0,nn31,UUAA,1415,39,-766,36,0.633,0.346568,129.68931,3.34134,0838454+032028,11.71,0.0166,3,2.641,0.0391,3,0,0,0,0,129.68931,3.34134,HD73471,08361+0331,F08361+0331,SIG HYA,HR 3418,HD 73471,K1III,8.683,2.067,8.4,2.1,08 38 45.4377,+03 20 29.167,Star,8,38,45.4377,3,20,29.167,129.6893238,3.341435278
0.799891,J084012.78+641940.9,130.0532719,+64.3280527,0.0218,0.0163,7.2,-0.342,0.100,1.817,1.755,2.619,2.021,1.734,,,0.016,0.021,0.290,0.186,0.218,1288163601351051248,hh00,0,nn30,UUAA,1531,39,537,33,0.438,0.71278,130.05298,64.32787,0840127+641940,11.04,0.0322,3,2.458,0.0139,3,0,0,0,0,130.05298,64.32787,HD73108,08358+6430,F08358+6430,PI 2 UMA,HR 3403,HD 73108,K1+IIIb,8.34,2.039,8.28,1.95,08 40 12.8186,+64 19 40.570,Star,8,40,12.8186,64,19,40.57,130.0534108,64.32793611
0.823107,J013011.30+060837.1,22.5471100,+6.1436600,0.0523,0.0429,114.0,-0.917,-0.124,1.535,1.410,2.521,1.801,1.663,,,0.041,0.015,0.280,0.280,0.286,227106001351027224,hhH0,0,nnn0,UUAA,-588,59,-394,53,2.488,2.110456,22.54688,6.14366,0130112+060837,15.19,0.0375,3,3.521,0.122,3,0,0,0,0,22.54688,6.14366,HD9138,01275+0553,F01275+0553,MUU PSC,HR 434,HD 9138,K3III,10.8,2.579,11.0,2.59,01 30 11.1151,+06 08 37.754,High proper-motion star,1,30,11.1151,6,8,37.754,22.54631292,6.143820556
0.711930,J063919.82+422919.6,99.8325914,+42.4887806,0.0298,0.0206,115.5,0.166,0.266,2.066,1.955,2.702,2.136,1.931,,,0.016,0.022,0.246,0.200,0.214,991142401351024809,h000,0,nn21,UUAA,-142,46,466,42,0.471,1.060004,99.83252,42.48859,0639198+422918,9.233,0.0538,3,2.09,0.0324,3,0,0,0,0,99.83252,42.48859,HD47174,06357+4232,F06357+4232,PSI 2 AUR,HR 2427,HD 47174,K2-III,7.349,1.572,7.7,1.63,06 39 19.8263,+42 29 19.957,Star in double system,6,39,19.8263,42,29,19.957,99.83260958,42.48887694
0.513470,J051141.59+160244.5,77.9233322,+16.0457008,0.0309,0.0165,112.5,-0.845,-0.208,1.491,1.451,2.663,1.982,1.732,,,0.016,0.022,0.284,0.218,0.226,786116601351009556,HHHH,0,nnnn,UUAA,1695,50,778,44,0.461,0.055919,77.92319,16.04566,0511415+160244,14.85,0.0906,3,3.317,0.0818,3,0,0,0,0,77.92319,16.04566,HD33554,05088+1559,F05088+1559,,HR 1684,HD 33554,K5III,11.18,2.76,10.9,2.71,05 11 41.5635,+16 02 44.423,Star,5,11,41.5635,16,2,44.423,77.92318125,16.04567306
0.656718,J022537.46+501643.0,36.4060925,+50.2786143,0.0444,0.0207,165.1,-1.591,-0.842,1.144,0.975,1.941,1.159,1.025,,,0.037,0.013,0.274,0.178,0.198,371149901351038272,HHHH,0,nnnn,UUAA,374,40,869,44,0.388,0.356619,36.40582,50.27856,0225373+501642,22.78,0.0649,3,5.0,0.0381,3,0,0,0,0,36.40582,50.27856,HD14872,02222+5003,Z02222+5003,65 AND,HR 699,HD 14872,K4.5III,16.03,3.8,16.1,3.92,02 25 37.4227,+50 16 43.072,Star in double system,2,25,37.4227,50,16,43.072,36.40592792,50.27863111
0.104470,J090558.37+050532.3,136.4932102,+5.0923291,0.0300,0.0156,117.7,0.759,0.687,2.215,2.125,3.133,2.589,2.402,,,0.015,0.022,0.300,0.220,0.278,1367104501351058328,hh00,0,nn30,UUAA,1166,41,538,36,0.052,0.124102,136.49319,5.09235,0905583+050532,7.923,0.0289,3,1.754,0.0236,3,0,0,0,0,136.49319,5.09235,HD77996,09033+0517,F09033+0517,OME HYA,HR 3613,HD 77996,K2II-III,5.791,1.432,5.95,1.41,09 05 58.3667,+05 05 32.337,Star,9,5,58.3667,5,5,32.337,136.4931946,5.092315833
0.543939,J030929.98+445125.4,47.3749527,+44.8570799,0.0307,0.0248,123.1,-0.901,-0.201,1.611,1.573,1.908,1.435,1.242,,,0.025,0.020,0.274,0.148,0.168,468145401351002192,HHHH,0,nnnn,UUAA,1177,43,-183,37,2.888,2.405388,47.37474,44.85709,0309299+445125,13.61,0.016,3,2.855,0.0324,3,0,0,0,0,47.37474,44.85709,HD19476,03061+4440,F03061+4440,KAP PER,HR 941,HD 19476,K0III,9.934,2.338,10.0,2.41,03 09 29.7715,+44 51 27.157,Variable star,3,9,29.7715,44,51,27.157,47.37404792,44.85754361
0.627136,J070338.10+105706.3,105.9087744,+10.9517656,0.0315,0.0235,7.0,0.212,0.204,1.981,1.879,2.873,2.207,2.044,,,0.024,0.020,0.222,0.240,0.252,1061110601351042533,hh00,0,nn41,UUAA,1971,52,131,41,0.277,0.42774,105.90861,10.9517,0703380+105706,9.881,0.0655,3,2.215,0.0212,3,0,0,0,0,105.90861,10.9517,HD52960,07008+1101,Z07008+1101,,HR 2649,HD 52960,K3III,6.955,1.657,7.07,1.7,07 03 38.0719,+10 57 06.540,Star,7,3,38.0719,10,57,6.54,105.9086329,10.95181667
0.376341,J070351.59+123539.3,105.9649915,+12.5942556,0.0163,0.0153,123.7,0.595,0.496,2.250,2.101,3.395,2.593,2.305,,,0.011,0.019,0.264,0.200,0.278,1066112101351062918,hh00,0,nn11,UUAA,294,42,353,34,0.091,0.348662,105.96493,12.59417,0703515+123539,7.742,0.02,3,1.839,0.0305,3,0,0,0,0,105.96493,12.59417,HD52976,07010+1240,Z07010+1240,,HR 2651,HD 52976,K6III,5.81,1.433,5.53,1.45,07 03 51.5990,+12 35 39.273,Star,7,3,51.599,12,35,39.273,105.9649958,12.5942425
0.285296,J072947.78+120023.4,112.4491075,+12.0065183,0.0339,0.0212,176.9,-0.625,-0.192,1.729,1.579,2.403,1.764,1.714,,,0.024,0.018,0.214,0.184,0.202,1127112101351033672,HHHH,0,nnnn,UUAA,88,38,423,37,0.103,0.455328,112.44912,12.00644,0729477+120023,13.19,0.0549,3,2.841,0.0142,3,0,0,0,0,112.44912,12.00644,HD59294,07270+1206,F07270+1206,6 CMI,HR 2864,HD 59294,K1III,9.693,2.319,9.53,2.33,07 29 47.7829,+12 00 23.631,Variable star,7,29,47.7829,12,0,23.631,112.4490954,12.00656417
0.341599,J003646.39+442919.3,9.1932946,+44.4887028,0.0118,0.0095,132.5,-1.328,-0.203,1.137,1.030,2.257,1.375,1.263,,,0.009,0.009,0.282,0.182,0.182,83143901351051966,HHHH,0,nnnn,UUAA,-175,25,524,26,0.714,0.354568,9.19338,44.48863,0036464+442919,20.65,0.179,3,4.664,0.204,3,0,0,0,0,9.19338,44.48863,HD3346,00340+4412,F00340+4412,,HR 152,HD 3346,K6III,15.86,3.718,15.7,3.73,00 36 46.4410,+44 29 18.913,Variable star,0,36,46.441,44,29,18.913,9.193504167,44.48858694
0.380619,J054228.60+012828.6,85.6191914,+1.4746251,0.0256,0.0226,126.4,0.830,0.270,2.102,2.026,2.918,2.365,2.212,,,0.015,0.018,0.294,0.234,0.264,862101501351031919,hh00,0,nn20,UUAA,885,43,212,42,0.619,0.584356,85.61918,1.47452,0542286+012828,8.528,0.015,3,,,0,0,,0,,85.61918,1.47452,HD37984,05398+0127,F05398+0127,51 ORI,HR 1963,HD 37984,K1III,6.61,1.486,6.76,1.6,05 42 28.6321,+01 28 28.664,Star,5,42,28.6321,1,28,28.664,85.61930042,1.474628889
0.217413,J031117.37+393641.7,47.8223891,+39.6115955,0.0392,0.0342,22.4,0.650,0.325,2.094,2.033,2.954,2.338,2.235,,,0.026,0.019,0.230,0.168,0.256,483139301351037941,hh00,0,nn11,UUAA,478,50,-18,50,0.175,0.153278,47.82242,39.61154,0311173+393641,8.638,0.0394,3,1.962,0.05,3,0,0,0,0,47.82242,39.61154,HD19656,03080+3925,F03080+3925,OME PER,HR 947,HD 19656,K1III,6.248,1.472,6.28,1.51,03 11 17.3816,+39 36 41.697,Star in double system,3,11,17.3816,39,36,41.697,47.82242333,39.6115825
0.275332,J110014.73+453134.7,165.0613955,+45.5263222,0.0235,0.0176,133.5,0.021,0.213,1.994,1.895,2.808,2.034,1.753,,,0.015,0.015,0.212,0.172,0.246,1640145401351027302,hh00,0,nn30,UUAA,1170,36,355,32,0.350,0.591517,165.0615,45.5263,1100147+453134,9.58,0.0285,3,2.211,0.041,3,0,0,0,0,165.0615,45.5263,HD95212,10573+4547,F10573+4547,,HR 4280,HD 95212,K5III,7.109,1.639,7.05,1.7,11 00 14.7043,+45 31 34.595,Star,11,0,14.7043,45,31,34.595,165.0612679,45.52627639
0.671679,J104304.07+690434.1,160.7669806,+69.0761433,0.0241,0.0180,149.8,-0.616,-0.073,1.683,1.600,2.534,1.821,1.550,,,0.016,0.018,0.216,0.164,0.196,1590169601351000001,hh00,0,nn30,UUAA,852,32,56,31,0.186,0.636216,160.76648,69.07609,1043039+690433,12.67,0.051,3,2.85,0.0513,3,0,0,0,0,160.76648,69.07609,HD92523,10395+6920,F10395+6920,,HR 4181,HD 92523,K3III,10.1,2.332,9.94,2.28,10 43 04.0399,+69 04 34.370,Star,10,43,4.0399,69,4,34.37,160.7668329,69.07621389
0.576534,J122656.22+281605.2,186.7342684,+28.2681264,0.0304,0.0176,44.1,-0.527,0.176,1.929,1.807,2.620,2.048,1.810,,,0.020,0.015,0.242,0.196,0.250,1868128701351005363,hh00,0,nn30,UUAA,1216,37,-507,34,1.403,0.69578,186.73432,28.26828,1226562+281605,10.65,0.0685,3,2.38,0.0428,3,0,0,0,0,186.73432,28.26828,HD108381,12244+2832,F12244+2832,GAM COM,HR 4737,HD 108381,K1III,7.907,1.906,8.55,1.88,12 26 56.2723,+28 16 06.322,Star in cluster,12,26,56.2723,28,16,6.322,186.7344679,28.26842278
0.634288,J004030.49+563214.1,10.1270667,+56.5372604,0.0631,0.0540,115.5,-1.420,1.833,-0.213,-0.335,0.311,-0.210,-0.303,,,0.168,0.010,0.198,0.160,0.170,106156001351056864,hhh0,0,nn01,UUBA,-322,45,74,38,0.540,1.150562,10.1273,56.53714,0040305+563213,83.65,0.711,3,17.32,0.119,3,0,0,0,0,10.1273,56.53714,HD3712,00376+5615,Z00376+5615,ALP CAS,HR 168,HD 3712,K0-IIIa,60.29,14.23,64.6,13.6,00 40 30.4405,+56 32 14.392,Variable star,0,40,30.4405,56,32,14.392,10.12683542,56.53733111
0.433069,J093143.24+225804.3,142.9301958,+22.9678682,0.0636,0.0588,46.8,-1.856,-0.703,0.511,0.502,1.449,0.610,0.586,,,0.078,0.014,0.268,0.190,0.204,1433122701351041705,HHHH,0,nnnn,UUAA,1734,94,259,66,0.701,0.093225,142.9301,22.96795,0931432+225804,37.02,0.169,3,8.145,0.0939,3,0,0,0,0,142.9301,22.96795,HD82308,09288+2311,F09288+2311,LAM LEO,HR 3773,HD 82308,K4.5IIIb,29.06,6.406,29.1,6.44,09 31 43.2281,+22 58 04.694,Variable star,9,31,43.2281,22,58,4.694,142.9301171,22.96797056
0.668604,J093157.59+094256.8,142.9899836,+9.7157812,0.0343,0.0191,34.8,-0.561,0.182,1.950,1.784,2.891,2.170,1.984,,,0.023,0.016,0.296,0.228,0.286,1424109001351051845,hh00,0,nn30,UUAA,1632,40,277,36,0.243,0.530821,142.98989,9.71562,0931575+094256,10.64,0.0176,3,2.324,0.0515,3,0,0,0,0,142.98989,9.71562,HD82381,09292+0956,F09292+0956,6 LEO,HR 3779,HD 82381,K2.5IIIb,8.584,1.838,8.65,1.92,09 31 57.5773,+09 42 56.760,Star in double system,9,31,57.5773,9,42,56.76,142.9899054,9.715766667
0.691950,J130710.77+273728.4,196.7948834,+27.6245729,0.0319,0.0185,36.7,-1.288,-0.361,1.295,1.159,2.372,1.631,1.493,,,0.028,0.012,0.272,0.182,0.178,1960127201351051330,hh00,0,nn30,UUAA,984,38,531,31,0.733,0.296056,196.79469,27.62466,1307107+273728,19.29,0.0854,3,4.366,0.0631,3,0,0,0,0,196.79469,27.62466,HD113996,13047+2753,F13047+2753,41 COM,HR 4954,HD 113996,K5-III,14.21,3.483,14.3,3.45,13 07 10.7297,+27 37 29.067,Star,13,7,10.7297,27,37,29.067,196.7947071,27.62474083
0.251640,J124638.79+163439.6,191.6616411,+16.5776923,0.0249,0.0147,157.6,0.103,0.370,1.987,1.905,2.713,2.051,1.917,,,0.009,0.018,0.260,0.190,0.214,1917116601351030902,0h00,0,nn30,UUAA,1622,40,-768,43,0.439,0.393311,191.6616,16.57775,1246387+163439,9.584,0.0338,3,2.149,0.0228,3,0,0,0,0,191.6616,16.57775,HD111067,12441+1650,F12441+1651,27 COM,HR 4851,HD 111067,K3III,6.694,1.675,6.71,1.67,12 46 38.7609,+16 34 39.689,Star,12,46,38.7609,16,34,39.689,191.6615038,16.57769139
0.161687,J113124.16+691951.6,172.8506670,+69.3310061,0.0639,0.0572,89.6,-1.479,-0.932,-0.418,-0.327,0.895,-0.049,-0.114,,,0.119,0.006,0.212,0.196,0.174,1716169601351020431,HHHH,0,nnnn,UUBA,-53,85,-246,94,0.442,0.366267,172.85064,69.33105,1131241+691951,75.94,0.875,3,16.78,0.0558,3,0,0,0,0,172.85064,69.33105,HD100029,11284+6936,F11284+6936,LAM DRA,HR 4434,HD 100029,M0III,54.7,13.84,54.3,13.9,11 31 24.2205,+69 19 51.873,Semi-regular pulsating star,11,31,24.2205,69,19,51.873,172.8509188,69.33107583
0.554858,J163113.43+221143.6,247.8059835,+22.1954615,0.0166,0.0137,86.0,-0.054,0.016,1.826,1.683,3.099,2.292,2.042,,,0.011,0.015,0.312,0.250,0.236,2476122701351002564,HHHH,0,nnnn,UUAA,839,32,-238,27,0.177,0.608723,247.80609,22.19558,1631134+221144,11.35,0.0348,3,2.611,0.035,3,0,0,0,0,247.80609,22.19558,HD149009,16290+2218,F16290+2218,,HR 6154,HD 149009,K5III,7.929,2.091,8.22,2.08,16 31 13.4313,+22 11 43.648,Star,16,31,13.4313,22,11,43.648,247.8059638,22.19545778
0.244584,J123121.40+073615.8,187.8391937,+7.6044001,0.0260,0.0249,47.6,0.949,0.854,2.445,2.308,3.528,2.705,2.527,,,0.015,0.026,0.282,0.236,0.238,1876107501351024933,h000,0,nn00,UUAA,382,48,966,41,0.326,0.149415,187.83924,7.60435,1231214+073615,6.464,0.0486,3,1.518,0.054,3,0,0,0,0,187.83924,7.60435,HD108985,12288+0752,F12287+0752,,HR 4770,HD 108985,K5III,4.743,1.214,4.67,1.28,12 31 21.4158,+07 36 15.513,Star,12,31,21.4158,7,36,15.513,187.8392325,7.604309167
