angDist,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M,Cohen,IRAS PSC,IRAS FSC,Name,HR #,HD #,SpectralTypes,12[Jy],25[Jy],12[Jy],25[Jy],R.A.,Decl.,CommentOnSIMBAD,R.A.(h),R.A.(m),R.A.(s),Decl.(deg),Decl.(m),Decl.(s),ra,dec
0.420442,J095951.72+564842.2,149.9655226,+56.8117322,0.0278,0.0198,3.4,0.495,0.230,2.011,1.857,2.992,2.235,1.965,,,0.017,0.015,0.238,0.202,0.212,1495157501351002577,hh00,1,nn40,UUAA,2340,40,62,36,0.481,HD86378,09564+5703,F09564+5703,,HR 3939,HD 86378,K5III,7.074,1.773,6.91,1.76,09 59 51.6863,+56 48 42.507,Star,9,59,51.6863,56,48,42.507,149.9653596,56.8118075
1.062310,J100754.20+095950.5,151.9758658,+9.9973654,0.0276,0.0165,28.7,-1.599,-0.454,1.015,0.918,1.897,1.220,1.022,,,0.027,0.022,0.322,0.250,0.322,1523110601351006534,HHHH,0,nnnn,UUAA,-1111,39,358,38,1.142,HD87837,10052+1014,F10052+1014,31 LEO,HR 3980,HD 87837,K3.5IIIb,17.81,4.185,17.6,4.16,10 07 54.2708,+09 59 51.028,Star in double system,10,7,54.2708,9,59,51.028,151.9761283,9.997507778
0.317201,J104304.07+690434.1,160.7669806,+69.0761433,0.0241,0.0180,149.8,-0.616,-0.073,1.683,1.600,2.534,1.821,1.550,,,0.016,0.018,0.216,0.164,0.196,1590169601351000001,hh00,0,nn30,UUAA,852,32,56,31,0.186,HD92523,10395+6920,F10395+6920,,HR 4181,HD 92523,K3III,10.1,2.332,9.94,2.28,10 43 04.0399,+69 04 34.370,Star,10,43,4.0399,69,4,34.37,160.7668329,69.07621389
0.628170,J105334.40+543506.0,163.3933352,+54.5850048,0.0251,0.0199,170.1,-0.359,0.223,1.967,1.915,2.880,2.237,2.057,,,0.016,0.015,0.244,0.196,0.240,1634154501351031981,hh00,0,nn30,UUAA,1019,37,-1131,34,0.578,HD94247,10505+5451,F10505+5450,44 UMA,HR 4246,HD 94247,K3III,7.336,1.698,7.56,1.8,10 53 34.4515,+54 35 06.462,Star,10,53,34.4515,54,35,6.462,163.3935479,54.58512833
3.053496,J105318.79+341250.7,163.3283266,+34.2140862,0.0408,0.0312,34.6,-1.028,-0.376,1.410,1.292,,,,,,0.038,0.010,,,,1626134801351000001,hh00,0,nn00,UUAA,1250,47,132,38,,HD94264,10505+3428,F10505+3428,46 LMI,HR 4247,HD 94264,K0+III-IV,12.88,3.006,12.6,2.93,10 53 18.7051,+34 12 53.536,Variable star,10,53,18.7051,34,12,53.536,163.3279379,34.21487111
0.361650,J110014.73+453134.7,165.0613955,+45.5263222,0.0235,0.0176,133.5,0.021,0.213,1.994,1.895,2.808,2.034,1.753,,,0.015,0.015,0.212,0.172,0.246,1640145401351027302,hh00,0,nn30,UUAA,1170,36,355,32,0.350,HD95212,10573+4547,F10573+4547,,HR 4280,HD 95212,K5III,7.109,1.639,7.05,1.7,11 00 14.7043,+45 31 34.595,Star,11,0,14.7043,45,31,34.595,165.0612679,45.52627639
1.310022,J111717.43+020036.7,169.3226280,+2.0102147,0.0468,0.0257,15.0,-1.206,-0.114,1.398,1.237,2.265,1.537,1.331,,,0.043,0.024,0.256,0.248,0.282,1694101501351053083,hh00,0,nn00,UUAA,-582,41,605,34,1.346,HD98118,11147+0217,F11147+0217,75 LEO,HR 4371,HD 98118,M0III,12.89,3.191,12.8,3.26,11 17 17.4003,+02 00 38.001,Star,11,17,17.4003,2,0,38.001,169.3225013,2.010555833
0.500451,J111828.72+330539.9,169.6196747,+33.0944345,0.0995,0.0655,3.0,-1.690,-0.967,0.302,0.203,1.073,0.183,0.282,,,0.157,0.010,0.190,0.176,0.182,1691133301351020006,HHHH,1,nnnn,UUBA,717,91,1050,98,0.681,HD98262,11157+3322,F11157+3322,NU UMA,HR 4377,HD 98262,K3-III,35.22,8.297,35.7,8.25,11 18 28.7368,+33 05 39.500,Star in double system,11,18,28.7368,33,5,39.5,169.6197367,33.09430556
0.406658,J113124.16+691951.6,172.8506670,+69.3310061,0.0639,0.0572,89.6,-1.479,-0.932,-0.418,-0.327,0.895,-0.049,-0.114,,,0.119,0.006,0.212,0.196,0.174,1716169601351020431,HHHH,0,nnnn,UUBA,-53,85,-246,94,0.442,HD100029,11284+6936,F11284+6936,LAM DRA,HR 4434,HD 100029,M0III,54.7,13.84,54.3,13.9,11 31 24.2205,+69 19 51.873,Semi-regular pulsating star,11,31,24.2205,69,19,51.873,172.8509188,69.33107583
1.363511,J114602.88+474646.3,176.5120285,+47.7795350,0.0657,0.0376,50.2,-1.722,-0.444,0.988,0.821,1.679,1.025,0.988,,,0.067,0.019,0.262,0.162,0.190,1754148401351000001,HHHH,0,nnnn,UUAA,876,43,901,41,1.619,HD102224,11434+4803,F11434+4803,CHI UMA,HR 4518,HD 102224,K2III,18.81,4.615,19.3,4.72,11 46 03.0140,+47 46 45.861,Variable star,11,46,3.014,47,46,45.861,176.5125583,47.77940583
0.318994,J121059.85+814235.2,182.7493894,+81.7097928,0.0305,0.0211,17.7,0.933,0.951,2.283,2.182,3.430,2.709,2.396,,,0.016,0.019,0.214,0.206,0.256,1848181701351032792,hh00,0,nn30,UUAA,104,33,-486,34,0.180,HD105943,12087+8159,F12087+8159,SAO 1991,HR 4639,HD 105943,K5III,5.329,1.335,5.37,1.28,12 10 59.9853,+81 42 35.397,Star in double system,12,10,59.9853,81,42,35.397,182.7499388,81.7098325
0.240928,J121948.69+485903.1,184.9529147,+48.9842087,0.0401,0.0230,48.7,-1.254,-0.430,1.080,0.987,2.080,1.277,1.042,,,0.044,0.015,0.254,0.154,0.196,1844148401351056001,HHHH,0,nnnn,UUAA,-281,35,496,34,0.264,HD107274,12173+4915,F12173+4915,3 CVN,HR 4690,HD 107274,M0III,16.53,3.901,17.4,3.85,12 19 48.7103,+48 59 02.935,Star,12,19,48.7103,48,59,2.935,184.9529596,48.98414861
3.361276,J122020.75+031844.8,185.0864924,+3.3124580,0.0313,0.0245,125.9,0.679,0.233,2.258,2.055,,,,,,0.018,0.018,,,,1845103001351044201,hh00,0,nn30,UUAA,-602,45,1116,44,,HD107328,12177+0335,F12177+0335,16 VIR,HR 4695,HD 107328,K0.5IIIb,6.212,1.392,5.99,1.41,12 20 20.9809,+03 18 45.267,Variable star,12,20,20.9809,3,18,45.267,185.0874204,3.312574167
1.240247,J122656.22+281605.2,186.7342684,+28.2681264,0.0304,0.0176,44.1,-0.527,0.176,1.929,1.807,2.620,2.048,1.810,,,0.020,0.015,0.242,0.196,0.250,1868128701351005363,hh00,0,nn30,UUAA,1216,37,-507,34,1.403,HD108381,12244+2832,F12244+2832,GAM COM,HR 4737,HD 108381,K1III,7.907,1.906,8.55,1.88,12 26 56.2723,+28 16 06.322,Star in cluster,12,26,56.2723,28,16,6.322,186.7344679,28.26842278
0.355425,J123121.40+073615.8,187.8391937,+7.6044001,0.0260,0.0249,47.6,0.949,0.854,2.445,2.308,3.528,2.705,2.527,,,0.015,0.026,0.282,0.236,0.238,1876107501351024933,h000,0,nn00,UUAA,382,48,966,41,0.326,HD108985,12288+0752,F12287+0752,,HR 4770,HD 108985,K5III,4.743,1.214,4.67,1.28,12 31 21.4158,+07 36 15.513,Star,12,31,21.4158,7,36,15.513,187.8392325,7.604309167
1.233777,J123507.68+182238.0,188.7820210,+18.3772319,0.0307,0.0296,127.0,0.530,1.054,2.530,2.329,3.116,2.538,2.424,,,0.019,0.016,0.194,0.200,0.226,1887118101351046057,hh00,1,nn41,UUAA,-2774,43,1691,38,1.186,HD109511,12326+1839,F12325+1839,24 COM,HR 4792,HD 109511,K2III,4.704,1.087,4.64,1.37,12 35 07.7597,+18 22 37.408,Variable star,12,35,7.7597,18,22,37.408,188.7823321,18.37705778
0.105028,J123444.00+700118.2,188.6833431,+70.0217451,0.0203,0.0182,177.4,-0.808,0.045,1.634,1.510,2.575,1.730,1.661,,,0.015,0.017,0.224,0.200,0.222,1883169601351044529,hh00,0,nn10,UUAA,918,34,-700,32,0.283,HD109551,12326+7017,F12326+7017,6 DRA,HR 4795,HD 109551,K2.5III,10.22,2.471,10.6,2.51,12 34 44.0133,+70 01 18.371,Star,12,34,44.0133,70,1,18.371,188.6833888,70.02176972
2.528879,J124235.54-471115.1,190.6481236,-47.1875370,0.4451,0.4108,19.8,17.544,16.789,12.306,8.757,,,,0.140,,,,,,,1898047001351025248,0000,0,nnnn,BUUU,-902,1262,131,1345,,HD110458,12397-4832,F12398-4832,SAO 223614,HR 4831,HD 110458,K0III,5.799,1.315,5.83,1.31,12 42 35.4519,-48 48 47.191,Star,12,42,35.4519,-48,48,47.191,190.6477163,-47.18689139
0.473817,J124638.79+163439.6,191.6616411,+16.5776923,0.0249,0.0147,157.6,0.103,0.370,1.987,1.905,2.713,2.051,1.917,,,0.009,0.018,0.260,0.190,0.214,1917116601351030902,0h00,0,nn30,UUAA,1622,40,-768,43,0.439,HD111067,12441+1650,F12441+1651,27 COM,HR 4851,HD 111067,K3III,6.694,1.675,6.71,1.67,12 46 38.7609,+16 34 39.689,Star,12,46,38.7609,16,34,39.689,191.6615038,16.57769139
0.321406,J124734.39+664725.0,191.8933187,+66.7902820,0.0315,0.0229,17.3,-0.763,0.027,1.604,1.468,2.481,1.743,1.496,,,0.026,0.016,0.240,0.182,0.248,1929166601351041463,HHHH,0,nnnn,UUAA,724,36,-394,37,0.296,HD111335,12455+6703,F12455+6703,7 DRA,HR 4863,HD 111335,K5III,10.28,2.579,10.5,2.69,12 47 34.3438,+66 47 25.095,Star,12,47,34.3438,66,47,25.095,191.8930992,66.79030417
1.223898,J125954.86+663550.0,194.9786072,+66.5972498,0.0320,0.0219,81.3,0.382,0.880,2.313,2.135,3.080,2.358,2.119,,,0.019,0.018,0.218,0.170,0.238,1966166601351036578,0h00,0,nn40,UUAA,1208,38,370,39,0.856,HD113092,12580+6652,F12580+6651,9 DRA,HR 4928,HD 113092,K2III,5.454,1.301,5.5,1.37,12 59 55.0707,+66 35 50.179,Star,12,59,55.0707,66,35,50.179,194.9794613,66.59727194
0.825653,J130710.77+273728.4,196.7948834,+27.6245729,0.0319,0.0185,36.7,-1.288,-0.361,1.295,1.159,2.372,1.631,1.493,,,0.028,0.012,0.272,0.182,0.178,1960127201351051330,hh00,0,nn30,UUAA,984,38,531,31,0.733,HD113996,13047+2753,F13047+2753,41 COM,HR 4954,HD 113996,K5-III,14.21,3.483,14.3,3.45,13 07 10.7297,+27 37 29.067,Star,13,7,10.7297,27,37,29.067,196.7947071,27.62474083
0.705822,J130947.79+165054.9,197.4491612,+16.8485883,0.0219,0.0142,130.4,0.626,1.067,2.369,2.236,3.327,2.511,2.291,,,0.009,0.019,0.238,0.198,0.308,1980116601351038238,hh00,0,nn20,UUAA,352,37,279,38,1.135,HD114326,13073+1706,F13073+1706,,HR 4962,HD 114326,K5III,4.966,1.249,4.95,1.25,13 09 47.8475,+16 50 55.001,Star,13,9,47.8475,16,50,55.001,197.4493646,16.84861139
0.213446,J131232.90+113321.8,198.1371247,+11.5560593,0.0139,0.0128,91.2,0.000,0.383,1.892,1.759,2.792,1.951,1.702,,,0.008,0.015,0.266,0.232,0.232,1977112101351002365,HHHH,0,nnnn,UUAA,214,26,6,23,0.299,HD114780,13100+1149,F13100+1149,,HR 4986,HD 114780,M0III,8.333,2.104,8.13,2.14,13 12 32.9213,+11 33 21.946,Star,13,12,32.9213,11,33,21.946,198.1371721,11.55609611
1.098334,J131431.34+111953.3,198.6306157,+11.3314996,0.0187,0.0182,100.7,-0.148,0.244,1.922,1.792,3.063,2.213,1.958,,,0.012,0.017,0.276,0.264,0.246,1984110601351051573,hh00,0,nn11,UUAA,179,31,-63,28,0.942,HD115046,13120+1135,F13120+1135,,HR 4998,HD 115046,M0III,6.879,1.679,7.32,1.84,13 14 31.2837,+11 19 53.963,Star in double system,13,14,31.2837,11,19,53.963,198.6303488,11.33165639
3.026334,J132643.24-111735.1,201.6802071,-11.2931068,0.2194,0.2046,6.7,16.452,16.609,12.108,8.457,,,,0.073,0.278,0.322,,,,,2015010701351005392,0000,0,0nnn,ABBU,511,483,209,517,,HD116870,13240-1226,F13240-1226,68 VIR,HR 5064,HD 116870,M0IIIv,11.02,2.668,11.2,2.58,13 26 43.1677,-12 42 27.591,Variable star,13,26,43.1677,-12,42,27.591,201.6798654,-11.29233583
0.999503,J134928.57+154752.9,207.3690819,+15.7980330,0.0827,0.0549,138.3,-1.582,-0.422,0.393,0.234,1.218,0.438,0.435,,,0.140,0.014,0.264,0.180,0.182,2066115101351052241,HHHH,0,nnnn,UUBA,288,70,-137,70,1.503,HD120477,13470+1602,F13470+1602,UPS BOO,HR 5200,HD 120477,K5.5III,33.77,7.657,33.5,7.88,13 49 28.6411,+15 47 52.458,Variable star,13,49,28.6411,15,47,52.458,207.3693379,15.797905
0.339340,J135147.46+342638.9,207.9477695,+34.4441531,0.0735,0.0635,14.1,-1.548,-0.611,-0.014,-0.119,1.045,0.126,-0.009,,,0.152,0.014,0.232,0.188,0.200,2083134801351015835,HHHH,0,nnnn,UUBA,374,88,154,96,0.499,HD120933,13495+3441,F13495+3441,AW CVN,HR 5219,HD 120933,K5III,47.22,11.4,49.0,11.3,13 51 47.4751,+34 26 39.265,Variable star,13,51,47.4751,34,26,39.265,207.9478129,34.44424028
0.648602,J135634.20+272930.9,209.1425300,+27.4919300,0.0195,0.0181,17.7,-0.815,0.015,1.630,1.532,2.716,1.931,1.769,,,0.014,0.017,0.250,0.166,0.216,2095127201351042248,hh00,0,nn31,UUAA,110,28,36,26,0.524,HD121710,13542+2744,F13543+2743,9 BOO,HR 5247,HD 121710,K3IIIb,10.06,2.509,9.88,2.44,13 56 34.1811,+27 29 31.496,Variable star of irregular type,13,56,34.1811,27,29,31.496,209.1424213,27.49208222
2.107886,J140622.34-251901.3,211.5930997,-25.3170528,0.3119,0.2831,10.3,16.955,16.940,12.825,9.273,,,,0.099,0.354,,,,,,2116025801351043893,dd00,0,nnnn,ABUU,-19,716,1516,784,,HD123123,14035-2626,F14035-2626,PI HYA,HR 5287,HD 123123,K2-III,23.6,5.481,23.4,5.24,14 06 22.2971,-26 40 56.600,Star,14,6,22.2971,-26,40,56.6,211.5929046,-25.31761111
0.430871,J140850.84+773251.3,212.2118587,+77.5476093,0.0210,0.0164,103.3,-0.460,-0.192,1.570,1.433,2.365,1.588,1.480,,,0.018,0.010,0.232,0.176,0.242,2121177201351043770,hh00,0,nn40,UUAA,459,25,-187,28,0.561,HD124547,14089+7746,F14090+7747,4 UMI,HR 5321,HD 124547,K3-IIIb,10.87,2.681,11.0,2.67,14 08 50.9269,+77 32 51.051,Spectroscopic binary,14,8,50.9269,77,32,51.051,212.2121954,77.54751417
4.851392,J142657.14-821952.6,216.7380986,-82.3312856,0.1079,0.1008,27.8,15.954,16.398,13.166,9.606,16.561,16.215,16.061,0.039,0.145,,,0.137,0.208,,2140081801351003220,0000,0,0nnn,ABUU,397,381,-121,400,0.384,HD124882,14186-8326,F14185-8326,DEL OCT,HR 5339,HD 124882,K2III,14.37,3.374,14.2,3.38,14 26 55.2341,-83 40 04.384,Variable star,14,26,55.2341,-83,40,4.384,216.7301421,-82.33211556
1.573949,J141945.13+161825.6,214.9380589,+16.3071144,0.0169,0.0095,83.5,0.255,0.614,2.145,2.048,2.924,2.346,2.116,,,0.007,0.018,0.266,0.192,0.290,2153116601351015466,HHHH,0,nnnn,UUAA,-272,28,17,27,1.696,HD125560,14173+1632,F14173+1632,20 BOO,HR 5370,HD 125560,K3III,6.226,1.582,6.12,1.55,14 19 45.2352,+16 18 25.012,Variable star,14,19,45.2352,16,18,25.012,214.93848,16.30694778
0.223918,J142846.03+255114.1,217.1918283,+25.8539346,0.0276,0.0177,82.9,-0.545,0.182,1.556,1.423,2.754,1.926,1.619,,,0.016,0.020,0.256,0.198,0.224,2166125701351025018,HHHH,0,nnnn,UUAA,9,32,238,26,0.314,HD127093,14265+2604,F14265+2604,,,HD 127093,M0III,10.4,2.656,10.4,2.49,14 28 46.0296,+25 51 13.978,Variable star of irregular type,14,28,46.0296,25,51,13.978,217.19179,25.85388278
1.688736,J143149.70+302218.4,217.9571111,+30.3717985,0.0424,0.0281,109.4,-1.687,-0.536,0.629,0.557,1.501,0.762,0.756,,,0.036,0.010,0.264,0.148,0.172,2173130201351025839,HHHH,0,nnnn,UUAA,140,38,-428,36,1.746,HD127665,14296+3035,F14296+3035,RHO BOO,HR 5429,HD 127665,K3-III,25.41,5.982,25.8,6.12,14 31 49.7899,+30 22 17.174,Variable star,14,31,49.7899,30,22,17.174,217.9574579,30.37143722
0.346874,J143230.94+552352.5,218.1289499,+55.3979179,0.0264,0.0218,91.9,0.206,0.461,2.074,1.978,3.192,2.388,2.137,,,0.016,0.016,0.218,0.166,0.196,2186156001351007851,hh00,0,nn41,UUAA,718,33,-629,32,0.371,HD128000,14309+5537,F14309+5537,,HR 5442,HD 128000,K5III,6.83,1.489,6.85,1.59,14 32 30.9356,+55 23 52.835,Star,14,32,30.9356,55,23,52.835,218.1288983,55.39800972
0.984720,J143812.50+433831.9,219.5520912,+43.6422076,0.0168,0.0133,142.6,0.159,0.537,2.102,1.994,3.370,2.487,2.319,,,0.009,0.018,0.262,0.294,0.260,2205143901351013684,hh00,0,nn30,UUAA,-748,27,582,27,1.045,HD128902,14363+4351,F14363+4351,,HR 5464,HD 128902,K2III,6.329,1.518,6.5,1.51,14 38 12.5889,+43 38 31.669,Star,14,38,12.5889,43,38,31.669,219.5524538,43.64213028
0.508588,J150254.01+020529.0,225.7250508,+2.0913978,0.0212,0.0143,72.4,-0.078,0.559,2.009,1.879,2.891,2.353,2.111,,,0.011,0.017,0.284,0.198,0.258,2253101501351055723,HHHH,0,nnnn,UUAA,-125,32,-50,29,0.531,HD133165,15003+0217,F15003+0217,110 VIR,HR 5601,HD 133165,K0+IIIb,7.291,1.767,7.8,1.83,15 02 54.0373,+02 05 28.690,Variable star,15,2,54.0373,2,5,28.69,225.7251554,2.091302778
3.689356,J151749.96-295101.4,229.4581975,-29.8504129,0.0449,0.0430,117.8,12.197,12.298,12.154,8.703,13.027,12.425,12.284,0.024,0.025,0.399,,0.023,0.024,0.024,2295030301351040960,0000,0,11nn,AACU,47,59,29,59,0.035,HD135758,15147-2957,F15147-2957,2 LUP,HR 5686,HD 135758,K0-IIIa,7.5,1.647,7.84,1.68,15 17 49.8390,-30 08 55.224,Variable star,15,17,49.839,-30,8,55.224,229.4576625,-29.85132667
0.431138,J152455.80+585758.1,231.2325323,+58.9661620,0.0388,0.0209,59.1,-1.540,-0.467,0.740,0.624,1.293,0.724,0.671,,,0.045,0.009,0.220,0.146,0.200,2304159001351029136,hhh0,0,nn11,UUAA,1057,27,746,27,0.491,HD137759,15238+5908,F15238+5908,IOTA DRA,HR 5744,HD 137759,K2III,23.46,5.752,23.5,5.78,15 24 55.7747,+58 57 57.836,Variable star,15,24,55.7747,58,57,57.836,231.2323946,58.96606556
0.242626,J152751.40+604012.9,231.9641747,+60.6702684,0.0216,0.0183,74.9,0.765,0.911,2.330,2.180,2.473,1.855,1.587,,,0.013,0.015,0.262,0.212,0.238,2310160501351025399,hh00,0,nn30,UUAA,401,28,866,27,0.474,HD138265,15268+6050,F15268+6050,,HR 5755,HD 138265,K5III,5.214,1.33,5.22,1.31,15 27 51.4231,+60 40 12.780,Star,15,27,51.4231,60,40,12.78,231.9642629,60.67021667
0.268653,J153055.78+404958.9,232.7324290,+40.8330473,0.0129,0.0085,73.1,-1.288,-0.217,1.133,1.029,2.066,1.298,1.212,,,0.009,0.013,0.312,0.218,0.226,2334140801351036558,HHHH,0,nnnn,UUAA,238,25,190,23,0.200,HD138481,15291+4100,F15291+4100,NU 1 BOO,HR 5763,HD 138481,K4.5IIIb,13.94,3.657,14.9,3.87,15 30 55.7593,+40 49 58.968,Star,15,30,55.7593,40,49,58.968,232.7323304,40.83304667
4.721328,J154016.57-221053.2,235.0690728,-22.1814576,0.5848,0.5174,175.8,17.367,16.832,12.388,8.881,,,,0.190,0.426,,,,,,2345022801351050440,0000,0,nnnn,BCUU,-810,2595,-182,2919,,HD139663,15373-2339,F15373-2339,42 LIB,HR 5824,HD 139663,K3-III,6.508,1.518,7.21,1.66,15 40 16.8954,-23 49 05.082,Star,15,40,16.8954,-23,49,5.082,235.0703975,-22.18192167
0.551513,J153124.76+772057.7,232.8531817,+77.3493766,0.0105,0.0078,48.2,-1.264,-0.236,1.296,1.189,2.166,1.391,1.237,,,0.008,0.016,0.234,0.154,0.184,2314177201351028565,hh00,0,nn30,UUAA,-336,24,-439,25,0.611,HD139669,15328+7731,F15328+7730,THE UMI,HR 5826,HD 139669,K5-III,13.34,3.335,13.4,3.44,15 31 24.9293,+77 20 57.667,Variable star,15,31,24.9293,77,20,57.667,232.8538721,77.34935194
1.513299,J154416.17+062532.6,236.0673836,+6.4257488,0.0955,0.0779,171.2,-1.962,-1.840,0.058,0.026,0.831,0.289,0.150,,,0.168,0.011,0.210,0.244,0.298,2354106001351049137,HHHH,0,nnnn,UUBA,133,102,-176,107,1.699,HD140573,15418+0634,F15417+0634,ALP SER,HR 5854,HD 140573,K2IIIb,40.92,10.04,40.8,9.86,15 44 16.0749,+06 25 32.257,Star in double system,15,44,16.0749,6,25,32.257,236.0669788,6.425626944
1.126685,J154844.33+180828.6,237.1847345,+18.1412949,0.0669,0.0498,120.7,-2.077,-1.966,-0.067,-0.128,1.139,0.291,0.136,,,0.110,0.010,0.258,0.164,0.192,2378118101351036098,HHHH,0,nnnn,UUBA,175,73,438,64,1.043,HD141477,15464+1817,F15464+1817,KAP SER,HR 5879,HD 141477,M0.5IIIab,44.45,10.85,44.3,11.6,15 48 44.3768,+18 08 29.629,Variable star,15,48,44.3768,18,8,29.629,237.1849033,18.14156361
0.733067,J155115.86+205840.7,237.8160837,+20.9779916,0.0394,0.0216,122.6,-1.526,-0.725,0.978,0.929,2.081,1.359,1.152,,,0.034,0.020,0.348,0.176,0.230,2373121201351022790,hh00,0,nn00,UUAA,-220,48,292,36,0.718,HD141992,15490+2107,F15490+2107,RHO SER,HR 5899,HD 141992,K4.5III,17.53,4.239,18.1,4.27,15 51 15.9090,+20 58 40.509,Variable star,15,51,15.909,20,58,40.509,237.8162875,20.97791917
0.944818,J155735.19+265239.7,239.3966535,+26.8777152,0.0254,0.0119,111.8,-1.142,-0.413,1.301,1.222,2.104,1.488,1.349,,,0.016,0.016,0.260,0.160,0.188,2400127201351012420,hh00,0,nn41,UUAA,-192,38,-144,44,0.570,HD143107,15555+2701,F15555+2701,EPS CRB,HR 5947,HD 143107,K2IIIab,12.14,3.194,13.1,3.38,15 57 35.2518,+26 52 40.368,Double or multiple star,15,57,35.2518,26,52,40.368,239.3968825,26.87788
0.564339,J155857.75+363837.9,239.7406292,+36.6438686,0.0203,0.0133,72.6,0.038,0.350,1.958,1.832,2.754,1.932,1.747,,,0.010,0.016,0.190,0.196,0.216,2406136301351038637,hh00,0,nn30,UUAA,163,29,-81,30,0.608,HD143435,15571+3647,F15571+3647,,HR 5957,HD 143435,K5III,7.455,1.765,7.45,1.73,15 58 57.7137,+36 38 37.585,Star,15,58,57.7137,36,38,37.585,239.7404738,36.64377361
0.552607,J160205.61+525457.0,240.5233800,+52.9158400,0.0151,0.0114,90.1,0.872,0.887,2.310,2.200,3.694,2.795,2.350,,,0.007,0.018,0.298,0.226,0.390,2416153001351036415,hhpp,0,nn30,UUAA,256,23,-107,22,0.347,HD144204,16008+5303,F16008+5303,,HR 5981,HD 144204,K5III,5.285,1.328,5.31,1.34,16 02 05.5584,+52 54 57.302,Star,16,2,5.5584,52,54,57.302,240.52316,52.91591722
0.460617,J161315.45+050116.0,243.3144122,+5.0211244,0.0145,0.0120,122.7,0.233,0.522,2.036,1.906,3.041,2.298,2.082,,,0.009,0.012,0.266,0.262,0.242,2430104501351052133,hh00,0,nn31,UUAA,277,35,477,32,0.266,HD145892,16107+0508,F16107+0508,9 HER,HR 6047,HD 145892,K5III,6.806,1.621,7.14,1.59,16 13 15.4295,+05 01 15.911,Star,16,13,15.4295,5,1,15.911,243.3142896,5.021086389
0.067167,J163113.43+221143.6,247.8059835,+22.1954615,0.0166,0.0137,86.0,-0.054,0.016,1.826,1.683,3.099,2.292,2.042,,,0.011,0.015,0.312,0.250,0.236,2476122701351002564,HHHH,0,nnnn,UUAA,839,32,-238,27,0.177,HD149009,16290+2218,F16290+2218,,HR 6154,HD 149009,K5III,7.929,2.091,8.22,2.08,16 31 13.4313,+22 11 43.648,Star,16,31,13.4313,22,11,43.648,247.8059638,22.19545778
2.816665,J163622.63-344438.8,249.0943021,-34.7441186,0.0452,0.0421,110.4,12.368,12.482,12.097,8.985,13.345,12.608,12.458,0.024,0.024,,,0.023,0.022,0.026,2485034901351029581,0000,0,10nn,AAUU,-83,66,-1,70,0.215,HD149447,16330-3509,Z16330-3509,AFGL 4228,HR 6166,HD 149447,K6III,33.64,8.204,33.6,8.28,16 36 22.4715,-35 15 19.174,Star,16,36,22.4715,-35,15,19.174,249.0936313,-34.74467389
0.129369,J164549.88+083457.4,251.4578505,+8.5826365,0.0459,0.0334,118.3,-1.342,-0.352,1.375,1.289,2.475,1.668,1.438,,,0.036,0.017,0.242,0.200,0.242,2512109001351002557,hh00,0,nn21,UUAA,-192,58,-452,48,0.206,HD151217,16434+0840,F16434+0840,43 HER,HR 6228,HD 151217,K5III,12.19,2.894,12.0,2.83,16 45 49.8913,+08 34 57.418,Variable star,16,45,49.8913,8,34,57.418,251.4578804,8.582616111
1.005910,J165009.76-334223.5,252.5406909,-33.7065418,0.0693,0.0649,174.6,13.107,13.211,12.139,8.678,14.486,13.700,13.528,0.032,0.037,0.538,,0.044,0.053,0.050,2519033401351022854,dd00,1,21nn,AACU,-267,98,-181,107,0.410,HD151680,16469-3412,Z16468-3412,EPS SCO,HR 6241,HD 151680,K2.5III,53.64,13.56,52.3,13.5,16 50 09.8130,-34 17 35.634,Variable star,16,50,9.813,-34,17,35.634,252.5408875,-33.70676833
